timestamp;tag;duration;package_0;uncore_0;core_0
1689160671.6465995;start;1.6564209461212158;1995051.0;29297.0;240294.0
1689160696.2453992;start;1.6334197521209717;1736507.0;38452.0;176757.0
1689160718.429993;start;1.6402995586395264;2543328.0;129150.0;228820.0
